observation_date,DGS5
9/24/1991,7.09
9/25/1991,7.06
9/26/1991,7.03
9/27/1991,6.95
9/30/1991,6.92
10/1/1991,6.9
10/2/1991,6.9
10/3/1991,6.88
10/4/1991,6.81
10/7/1991,6.81
10/8/1991,6.82
10/9/1991,6.87
10/10/1991,6.93
10/11/1991,6.84
10/14/1991,#N/A
10/15/1991,6.81
10/16/1991,6.79
10/17/1991,6.9
10/18/1991,6.88
10/21/1991,6.95
10/22/1991,6.99
10/23/1991,7
10/24/1991,6.91
10/25/1991,6.96
10/28/1991,6.91
10/29/1991,6.8
10/30/1991,6.77
10/31/1991,6.74
11/1/1991,6.71
11/4/1991,6.74
11/5/1991,6.79
11/6/1991,6.72
11/7/1991,6.65
11/8/1991,6.66
11/11/1991,#N/A
11/12/1991,6.65
11/13/1991,6.69
11/14/1991,6.62
11/15/1991,6.58
11/18/1991,6.57
11/19/1991,6.55
11/20/1991,6.56
11/21/1991,6.54
11/22/1991,6.56
11/25/1991,6.61
11/26/1991,6.53
11/27/1991,6.53
11/28/1991,#N/A
11/29/1991,6.48
12/2/1991,6.43
12/3/1991,6.39
12/4/1991,6.27
12/5/1991,6.3
12/6/1991,6.31
12/9/1991,6.23
12/10/1991,6.25
12/11/1991,6.26
12/12/1991,6.23
12/13/1991,6.3
12/16/1991,6.28
12/17/1991,6.24
12/18/1991,6.3
12/19/1991,6.19
12/20/1991,6.02
12/23/1991,6
12/24/1991,6.01
12/25/1991,#N/A
12/26/1991,6
12/27/1991,6
12/30/1991,5.97
12/31/1991,5.93
1/1/1992,#N/A
1/2/1992,5.98
1/3/1992,6.05
1/6/1992,6.02
1/7/1992,5.94
1/8/1992,5.96
1/9/1992,6.02
1/10/1992,6.1
1/13/1992,6.21
1/14/1992,6.34
1/15/1992,6.37
1/16/1992,6.41
1/17/1992,6.36
1/20/1992,#N/A
1/21/1992,6.27
1/22/1992,6.28
1/23/1992,6.32
1/24/1992,6.4
1/27/1992,6.41
1/28/1992,6.32
1/29/1992,6.42
1/30/1992,6.48
1/31/1992,6.44
2/3/1992,6.52
2/4/1992,6.46
2/5/1992,6.4
2/6/1992,6.4
2/7/1992,6.4
2/10/1992,6.38
2/11/1992,6.4
2/12/1992,6.46
2/13/1992,6.61
2/14/1992,6.65
2/17/1992,#N/A
2/18/1992,6.69
2/19/1992,6.67
2/20/1992,6.67
2/21/1992,6.77
2/24/1992,6.81
2/25/1992,6.78
2/26/1992,6.66
2/27/1992,6.67
2/28/1992,6.58
3/2/1992,6.73
3/3/1992,6.76
3/4/1992,6.76
3/5/1992,6.87
3/6/1992,6.85
3/9/1992,6.77
3/10/1992,6.78
3/11/1992,6.86
3/12/1992,7.01
3/13/1992,7.14
3/16/1992,7.12
3/17/1992,7.06
3/18/1992,7.06
3/19/1992,7.03
3/20/1992,7.12
3/23/1992,7.1
3/24/1992,7
3/25/1992,6.96
3/26/1992,6.98
3/27/1992,6.97
3/30/1992,6.93
3/31/1992,6.94
4/1/1992,6.82
4/2/1992,6.85
4/3/1992,6.76
4/6/1992,6.74
4/7/1992,6.73
4/8/1992,6.76
4/9/1992,6.59
4/10/1992,6.62
4/13/1992,6.58
4/14/1992,6.6
4/15/1992,6.66
4/16/1992,6.76
4/17/1992,#N/A
4/20/1992,6.9
4/21/1992,6.89
4/22/1992,6.89
4/23/1992,6.91
4/24/1992,6.85
4/27/1992,6.9
4/28/1992,6.87
4/29/1992,6.88
4/30/1992,6.91
5/1/1992,6.82
5/4/1992,6.82
5/5/1992,6.8
5/6/1992,6.76
5/7/1992,6.8
5/8/1992,6.73
5/11/1992,6.71
5/12/1992,6.66
5/13/1992,6.64
5/14/1992,6.63
5/15/1992,6.6
5/18/1992,6.59
5/19/1992,6.47
5/20/1992,6.55
5/21/1992,6.77
5/22/1992,6.69
5/25/1992,#N/A
5/26/1992,6.79
5/27/1992,6.74
5/28/1992,6.67
5/29/1992,6.61
6/1/1992,6.69
6/2/1992,6.61
6/3/1992,6.6
6/4/1992,6.6
6/5/1992,6.55
6/8/1992,6.56
6/9/1992,6.59
6/10/1992,6.59
6/11/1992,6.56
6/12/1992,6.49
6/15/1992,6.49
6/16/1992,6.44
6/17/1992,6.44
6/18/1992,6.39
6/19/1992,6.45
6/22/1992,6.45
6/23/1992,6.5
6/24/1992,6.39
6/25/1992,6.32
6/26/1992,6.33
6/29/1992,6.29
6/30/1992,6.29
7/1/1992,6.27
7/2/1992,6.02
7/3/1992,#N/A
7/6/1992,5.97
7/7/1992,5.91
7/8/1992,5.93
7/9/1992,5.93
7/10/1992,5.92
7/13/1992,5.94
7/14/1992,5.9
7/15/1992,5.8
7/16/1992,5.8
7/17/1992,5.82
7/20/1992,5.82
7/21/1992,5.82
7/22/1992,5.77
7/23/1992,5.62
7/24/1992,5.66
7/27/1992,5.66
7/28/1992,5.63
7/29/1992,5.62
7/30/1992,5.76
7/31/1992,5.84
8/3/1992,5.82
8/4/1992,5.72
8/5/1992,5.69
8/6/1992,5.67
8/7/1992,5.56
8/10/1992,5.5
8/11/1992,5.5
8/12/1992,5.54
8/13/1992,5.57
8/14/1992,5.54
8/17/1992,5.55
8/18/1992,5.44
8/19/1992,5.43
8/20/1992,5.42
8/21/1992,5.54
8/24/1992,5.72
8/25/1992,5.76
8/26/1992,5.7
8/27/1992,5.65
8/28/1992,5.6
8/31/1992,5.6
9/1/1992,5.52
9/2/1992,5.5
9/3/1992,5.5
9/4/1992,5.3
9/7/1992,#N/A
9/8/1992,5.21
9/9/1992,5.25
9/10/1992,5.26
9/11/1992,5.33
9/14/1992,5.28
9/15/1992,5.37
9/16/1992,5.4
9/17/1992,5.41
9/18/1992,5.41
9/21/1992,5.46
9/22/1992,5.52
9/23/1992,5.54
9/24/1992,5.47
9/25/1992,5.33
9/28/1992,5.28
9/29/1992,5.31
9/30/1992,5.33
10/1/1992,5.18
10/2/1992,5.22
10/5/1992,5.18
10/6/1992,5.25
10/7/1992,5.43
10/8/1992,5.37
10/9/1992,5.5
10/12/1992,#N/A
10/13/1992,5.49
10/14/1992,5.51
10/15/1992,5.52
10/16/1992,5.57
10/19/1992,5.71
10/20/1992,5.9
10/21/1992,5.82
10/22/1992,5.79
10/23/1992,5.91
10/26/1992,5.92
10/27/1992,5.82
10/28/1992,5.83
10/29/1992,5.79
10/30/1992,5.9
11/2/1992,5.96
11/3/1992,5.94
11/4/1992,5.94
11/5/1992,5.93
11/6/1992,6.02
11/9/1992,6.09
11/10/1992,6.01
11/11/1992,#N/A
11/12/1992,5.89
11/13/1992,5.99
11/16/1992,6.11
11/17/1992,6.08
11/18/1992,5.97
11/19/1992,6
11/20/1992,6.08
11/23/1992,6.1
11/24/1992,6.04
11/25/1992,6.12
11/26/1992,#N/A
11/27/1992,6.22
11/30/1992,6.23
12/1/1992,6.24
12/2/1992,6.23
12/3/1992,6.2
12/4/1992,6.11
12/7/1992,6.05
12/8/1992,5.99
12/9/1992,6.01
12/10/1992,6.04
12/11/1992,6.1
12/14/1992,6.15
12/15/1992,6.12
12/16/1992,6.06
12/17/1992,6.08
12/18/1992,6.07
12/21/1992,6.05
12/22/1992,6.02
12/23/1992,6.01
12/24/1992,6.02
12/25/1992,#N/A
12/28/1992,6.06
12/29/1992,6.04
12/30/1992,5.98
12/31/1992,6.04
1/1/1993,#N/A
1/4/1993,5.9
1/5/1993,5.9
1/6/1993,5.94
1/7/1993,6.05
1/8/1993,5.97
1/11/1993,5.93
1/12/1993,5.95
1/13/1993,5.93
1/14/1993,5.88
1/15/1993,5.8
1/18/1993,#N/A
1/19/1993,5.82
1/20/1993,5.85
1/21/1993,5.83
1/22/1993,5.77
1/25/1993,5.71
1/26/1993,5.75
1/27/1993,5.68
1/28/1993,5.61
1/29/1993,5.57
2/1/1993,5.55
2/2/1993,5.63
2/3/1993,5.62
2/4/1993,5.53
2/5/1993,5.42
2/8/1993,5.49
2/9/1993,5.55
2/10/1993,5.63
2/11/1993,5.58
2/12/1993,5.57
2/15/1993,#N/A
2/16/1993,5.52
2/17/1993,5.43
2/18/1993,5.29
2/19/1993,5.3
2/22/1993,5.28
2/23/1993,5.12
2/24/1993,5.2
2/25/1993,5.23
2/26/1993,5.21
3/1/1993,5.12
3/2/1993,5.13
3/3/1993,5.05
3/4/1993,5
3/5/1993,5.14
3/8/1993,5.15
3/9/1993,5.21
3/10/1993,5.24
3/11/1993,5.23
3/12/1993,5.35
3/15/1993,5.39
3/16/1993,5.27
3/17/1993,5.21
3/18/1993,5.11
3/19/1993,5.17
3/22/1993,5.18
3/23/1993,5.14
3/24/1993,5.19
3/25/1993,5.19
3/26/1993,5.32
3/29/1993,5.25
3/30/1993,5.2
3/31/1993,5.24
4/1/1993,5.24
4/2/1993,5.31
4/5/1993,5.27
4/6/1993,5.22
4/7/1993,5.23
4/8/1993,5.13
4/9/1993,#N/A
4/12/1993,5.09
4/13/1993,5.1
4/14/1993,5.07
4/15/1993,5.06
4/16/1993,5.08
4/19/1993,5.07
4/20/1993,5.07
4/21/1993,5.05
4/22/1993,5.04
4/23/1993,5.06
4/26/1993,5.09
4/27/1993,5.19
4/28/1993,5.18
4/29/1993,5.1
4/30/1993,5.14
5/3/1993,5.06
5/4/1993,5.04
5/5/1993,5.07
5/6/1993,5.03
5/7/1993,5.04
5/10/1993,5.02
5/11/1993,5.03
5/12/1993,5.07
5/13/1993,5.15
5/14/1993,5.21
5/17/1993,5.27
5/18/1993,5.3
5/19/1993,5.26
5/20/1993,5.25
5/21/1993,5.34
5/24/1993,5.37
5/25/1993,5.38
5/26/1993,5.35
5/27/1993,5.35
5/28/1993,5.37
5/31/1993,#N/A
6/1/1993,5.28
6/2/1993,5.27
6/3/1993,5.23
6/4/1993,5.36
6/7/1993,5.34
6/8/1993,5.35
6/9/1993,5.33
6/10/1993,5.34
6/11/1993,5.22
6/14/1993,5.2
6/15/1993,5.19
6/16/1993,5.18
6/17/1993,5.17
6/18/1993,5.23
6/21/1993,5.2
6/22/1993,5.21
6/23/1993,5.2
6/24/1993,5.16
6/25/1993,5.13
6/28/1993,5.08
6/29/1993,5.05
6/30/1993,5.05
7/1/1993,5.04
7/2/1993,4.98
7/5/1993,#N/A
7/6/1993,5.04
7/7/1993,5.04
7/8/1993,5.02
7/9/1993,5
7/12/1993,5
7/13/1993,5.03
7/14/1993,4.98
7/15/1993,4.99
7/16/1993,4.99
7/19/1993,5
7/20/1993,5.08
7/21/1993,5.17
7/22/1993,5.24
7/23/1993,5.28
7/26/1993,5.25
7/27/1993,5.26
7/28/1993,5.23
7/29/1993,5.13
7/30/1993,5.16
8/2/1993,5.2
8/3/1993,5.19
8/4/1993,5.2
8/5/1993,5.18
8/6/1993,5.16
8/9/1993,5.12
8/10/1993,5.14
8/11/1993,5.13
8/12/1993,5.13
8/13/1993,5.08
8/16/1993,5.05
8/17/1993,5.07
8/18/1993,5.04
8/19/1993,4.97
8/20/1993,4.96
8/23/1993,4.98
8/24/1993,4.9
8/25/1993,4.86
8/26/1993,4.78
8/27/1993,4.83
8/30/1993,4.78
8/31/1993,4.8
9/1/1993,4.81
9/2/1993,4.76
9/3/1993,4.65
9/6/1993,#N/A
9/7/1993,4.6
9/8/1993,4.63
9/9/1993,4.74
9/10/1993,4.67
9/13/1993,4.66
9/14/1993,4.77
9/15/1993,4.75
9/16/1993,4.74
9/17/1993,4.75
9/20/1993,4.79
9/21/1993,4.8
9/22/1993,4.81
9/23/1993,4.8
9/24/1993,4.81
9/27/1993,4.69
9/28/1993,4.67
9/29/1993,4.74
9/30/1993,4.79
10/1/1993,4.72
10/4/1993,4.71
10/5/1993,4.72
10/6/1993,4.7
10/7/1993,4.69
10/8/1993,4.61
10/11/1993,#N/A
10/12/1993,4.64
10/13/1993,4.64
10/14/1993,4.61
10/15/1993,4.57
10/18/1993,4.66
10/19/1993,4.66
10/20/1993,4.64
10/21/1993,4.72
10/22/1993,4.76
10/25/1993,4.82
10/26/1993,4.79
10/27/1993,4.82
10/28/1993,4.83
10/29/1993,4.83
11/1/1993,4.96
11/2/1993,5.02
11/3/1993,5.01
11/4/1993,5.03
11/5/1993,5.11
11/8/1993,5.04
11/9/1993,5.02
11/10/1993,5.08
11/11/1993,#N/A
11/12/1993,5.02
11/15/1993,5.02
11/16/1993,4.98
11/17/1993,4.99
11/18/1993,5.06
11/19/1993,5.16
11/22/1993,5.2
11/23/1993,5.14
11/24/1993,5.11
11/25/1993,#N/A
11/26/1993,5.08
11/29/1993,5.08
11/30/1993,5.15
12/1/1993,5.14
12/2/1993,5.16
12/3/1993,5.16
12/6/1993,5.09
12/7/1993,5.1
12/8/1993,5.09
12/9/1993,5.07
12/10/1993,5.13
12/13/1993,5.16
12/14/1993,5.2
12/15/1993,5.19
12/16/1993,5.2
12/17/1993,5.17
12/20/1993,5.2
12/21/1993,5.22
12/22/1993,5.13
12/23/1993,5.1
12/24/1993,#N/A
12/27/1993,5.09
12/28/1993,5.1
12/29/1993,5.12
12/30/1993,5.2
12/31/1993,5.21
1/3/1994,5.29
1/4/1994,5.26
1/5/1994,5.27
1/6/1994,5.21
1/7/1994,5.03
1/10/1994,5.01
1/11/1994,5
1/12/1994,4.95
1/13/1994,5.08
1/14/1994,5.12
1/17/1994,#N/A
1/18/1994,5.09
1/19/1994,5.08
1/20/1994,5.02
1/21/1994,5.05
1/24/1994,5.06
1/25/1994,5.08
1/26/1994,5.09
1/27/1994,5.04
1/28/1994,4.99
1/31/1994,5.02
2/1/1994,5.1
2/2/1994,5.11
2/3/1994,5.17
2/4/1994,5.32
2/7/1994,5.36
2/8/1994,5.38
2/9/1994,5.35
2/10/1994,5.36
2/11/1994,5.34
2/14/1994,5.36
2/15/1994,5.34
2/16/1994,5.35
2/17/1994,5.45
2/18/1994,5.52
2/21/1994,#N/A
2/22/1994,5.5
2/23/1994,5.59
2/24/1994,5.66
2/25/1994,5.65
2/28/1994,5.6
3/1/1994,5.74
3/2/1994,5.74
3/3/1994,5.79
3/4/1994,5.82
3/7/1994,5.77
3/8/1994,5.84
3/9/1994,5.84
3/10/1994,5.9
3/11/1994,5.89
3/14/1994,5.94
3/15/1994,5.91
3/16/1994,5.86
3/17/1994,5.88
3/18/1994,5.97
3/21/1994,6.03
3/22/1994,5.92
3/23/1994,5.92
3/24/1994,6.05
3/25/1994,6.08
3/28/1994,6.1
3/29/1994,6.19
3/30/1994,6.24
3/31/1994,6.23
4/1/1994,#N/A
4/4/1994,6.64
4/5/1994,6.47
4/6/1994,6.42
4/7/1994,6.38
4/8/1994,6.46
4/11/1994,6.46
4/12/1994,6.4
4/13/1994,6.47
4/14/1994,6.51
4/15/1994,6.5
4/18/1994,6.7
4/19/1994,6.68
4/20/1994,6.62
4/21/1994,6.49
4/22/1994,6.53
4/25/1994,6.48
4/26/1994,6.46
4/27/1994,#N/A
4/28/1994,6.65
4/29/1994,6.64
5/2/1994,6.69
5/3/1994,6.73
5/4/1994,6.74
5/5/1994,6.7
5/6/1994,6.95
5/9/1994,7.09
5/10/1994,6.93
5/11/1994,7.02
5/12/1994,6.97
5/13/1994,6.89
5/16/1994,6.85
5/17/1994,6.66
5/18/1994,6.61
5/19/1994,6.52
5/20/1994,6.59
5/23/1994,6.76
5/24/1994,6.75
5/25/1994,6.74
5/26/1994,6.69
5/27/1994,6.73
5/30/1994,#N/A
5/31/1994,6.77
6/1/1994,6.74
6/2/1994,6.68
6/3/1994,6.59
6/6/1994,6.49
6/7/1994,6.53
6/8/1994,6.53
6/9/1994,6.54
6/10/1994,6.6
6/13/1994,6.66
6/14/1994,6.58
6/15/1994,6.67
6/16/1994,6.65
6/17/1994,6.71
6/20/1994,6.74
6/21/1994,6.82
6/22/1994,6.75
6/23/1994,6.7
6/24/1994,6.81
6/27/1994,6.79
6/28/1994,6.88
6/29/1994,6.87
6/30/1994,6.97
7/1/1994,6.95
7/4/1994,#N/A
7/5/1994,6.93
7/6/1994,6.92
7/7/1994,6.89
7/8/1994,7.04
7/11/1994,7.09
7/12/1994,7.03
7/13/1994,7.02
7/14/1994,6.85
7/15/1994,6.84
7/18/1994,6.79
7/19/1994,6.73
7/20/1994,6.84
7/21/1994,6.89
7/22/1994,6.92
7/25/1994,6.9
7/26/1994,6.9
7/27/1994,6.99
7/28/1994,6.94
7/29/1994,6.73
8/1/1994,6.75
8/2/1994,6.73
8/3/1994,6.7
8/4/1994,6.72
8/5/1994,6.93
8/8/1994,6.93
8/9/1994,6.97
8/10/1994,6.95
8/11/1994,7
8/12/1994,6.94
8/15/1994,6.96
8/16/1994,6.86
8/17/1994,6.81
8/18/1994,6.93
8/19/1994,6.92
8/22/1994,6.97
8/23/1994,6.94
8/24/1994,6.87
8/25/1994,6.93
8/26/1994,6.87
8/29/1994,6.87
8/30/1994,6.83
8/31/1994,6.81
9/1/1994,6.81
9/2/1994,6.82
9/5/1994,#N/A
9/6/1994,6.88
9/7/1994,6.92
9/8/1994,6.92
9/9/1994,7.06
9/12/1994,7.08
9/13/1994,7.05
9/14/1994,7.02
9/15/1994,6.97
9/16/1994,7.13
9/19/1994,7.11
9/20/1994,7.15
9/21/1994,7.2
9/22/1994,7.2
9/23/1994,7.2
9/26/1994,7.21
9/27/1994,7.24
9/28/1994,7.21
9/29/1994,7.29
9/30/1994,7.28
10/3/1994,7.35
10/4/1994,7.37
10/5/1994,7.42
10/6/1994,7.43
10/7/1994,7.34
10/10/1994,#N/A
10/11/1994,7.3
10/12/1994,7.34
10/13/1994,7.3
10/14/1994,7.26
10/17/1994,7.28
10/18/1994,7.29
10/19/1994,7.34
10/20/1994,7.46
10/21/1994,7.46
10/24/1994,7.52
10/25/1994,7.54
10/26/1994,7.55
10/27/1994,7.55
10/28/1994,7.48
10/31/1994,7.48
11/1/1994,7.58
11/2/1994,7.63
11/3/1994,7.65
11/4/1994,7.72
11/7/1994,7.73
11/8/1994,7.69
11/9/1994,7.64
11/10/1994,7.69
11/11/1994,#N/A
11/14/1994,7.66
11/15/1994,7.69
11/16/1994,7.73
11/17/1994,7.79
11/18/1994,7.79
11/21/1994,7.83
11/22/1994,7.82
11/23/1994,7.64
11/24/1994,#N/A
11/25/1994,7.65
11/28/1994,7.77
11/29/1994,7.86
11/30/1994,7.79
12/1/1994,7.8
12/2/1994,7.71
12/5/1994,7.78
12/6/1994,7.65
12/7/1994,7.74
12/8/1994,7.77
12/9/1994,7.74
12/12/1994,7.82
12/13/1994,7.84
12/14/1994,7.74
12/15/1994,7.73
12/16/1994,7.76
12/19/1994,7.77
12/20/1994,7.76
12/21/1994,7.75
12/22/1994,7.83
12/23/1994,7.86
12/26/1994,#N/A
12/27/1994,7.78
12/28/1994,7.81
12/29/1994,7.83
12/30/1994,7.83
1/2/1995,#N/A
1/3/1995,7.88
1/4/1995,7.81
1/5/1995,7.87
1/6/1995,7.87
1/9/1995,7.9
1/10/1995,7.85
1/11/1995,7.8
1/12/1995,7.8
1/13/1995,7.64
1/16/1995,#N/A
1/17/1995,7.68
1/18/1995,7.71
1/19/1995,7.74
1/20/1995,7.8
1/23/1995,7.8
1/24/1995,7.82
1/25/1995,7.76
1/26/1995,7.7
1/27/1995,7.6
1/30/1995,7.55
1/31/1995,7.54
2/1/1995,7.56
2/2/1995,7.63
2/3/1995,7.4
2/6/1995,7.43
2/7/1995,7.44
2/8/1995,7.43
2/9/1995,7.5
2/10/1995,7.55
2/13/1995,7.54
2/14/1995,7.45
2/15/1995,7.37
2/16/1995,7.29
2/17/1995,7.33
2/20/1995,#N/A
2/21/1995,7.35
2/22/1995,7.2
2/23/1995,7.2
2/24/1995,7.16
2/27/1995,7.06
2/28/1995,7.06
3/1/1995,7.06
3/2/1995,7.15
3/3/1995,7.19
3/6/1995,7.24
3/7/1995,7.28
3/8/1995,7.2
3/9/1995,7.11
3/10/1995,7.07
3/13/1995,7.01
3/14/1995,6.93
3/15/1995,6.93
3/16/1995,6.89
3/17/1995,6.97
3/20/1995,6.98
3/21/1995,7.01
3/22/1995,7.05
3/23/1995,7.06
3/24/1995,6.93
3/27/1995,6.9
3/28/1995,7.02
3/29/1995,6.98
3/30/1995,7.05
3/31/1995,7.08
4/3/1995,7
4/4/1995,6.96
4/5/1995,6.97
4/6/1995,6.92
4/7/1995,6.93
4/10/1995,6.94
4/11/1995,6.92
4/12/1995,6.89
4/13/1995,6.82
4/14/1995,#N/A
4/17/1995,6.8
4/18/1995,6.77
4/19/1995,6.82
4/20/1995,6.76
4/21/1995,6.77
4/24/1995,6.77
4/25/1995,6.79
4/26/1995,6.79
4/27/1995,6.84
4/28/1995,6.88
5/1/1995,6.9
5/2/1995,6.83
5/3/1995,6.73
5/4/1995,6.63
5/5/1995,6.42
5/8/1995,6.44
5/9/1995,6.33
5/10/1995,6.39
5/11/1995,6.45
5/12/1995,6.46
5/15/1995,6.41
5/16/1995,6.36
5/17/1995,6.35
5/18/1995,6.44
5/19/1995,6.43
5/22/1995,6.46
5/23/1995,6.37
5/24/1995,6.2
5/25/1995,6.18
5/26/1995,6.18
5/29/1995,#N/A
5/30/1995,6.08
5/31/1995,6.08
6/1/1995,5.94
6/2/1995,5.8
6/5/1995,5.79
6/6/1995,5.83
6/7/1995,5.95
6/8/1995,6.02
6/9/1995,6.21
6/12/1995,6.16
6/13/1995,5.88
6/14/1995,5.88
6/15/1995,5.93
6/16/1995,5.96
6/19/1995,5.87
6/20/1995,5.92
6/21/1995,5.89
6/22/1995,5.8
6/23/1995,5.83
6/26/1995,5.9
6/27/1995,5.94
6/28/1995,5.88
6/29/1995,6.07
6/30/1995,5.98
7/3/1995,5.97
7/4/1995,#N/A
7/5/1995,5.95
7/6/1995,5.75
7/7/1995,5.74
7/10/1995,5.74
7/11/1995,5.8
7/12/1995,5.8
7/13/1995,5.8
7/14/1995,5.89
7/17/1995,5.97
7/18/1995,6.01
7/19/1995,6.15
7/20/1995,6.15
7/21/1995,6.26
7/24/1995,6.2
7/25/1995,6.19
7/26/1995,6.24
7/27/1995,6.18
7/28/1995,6.22
7/31/1995,6.16
8/1/1995,6.22
8/2/1995,6.15
8/3/1995,6.24
8/4/1995,6.2
8/7/1995,6.18
8/8/1995,6.17
8/9/1995,6.21
8/10/1995,6.25
8/11/1995,6.37
8/14/1995,6.36
8/15/1995,6.37
8/16/1995,6.32
8/17/1995,6.37
8/18/1995,6.36
8/21/1995,6.31
8/22/1995,6.35
8/23/1995,6.37
8/24/1995,6.26
8/25/1995,6.13
8/28/1995,6.1
8/29/1995,6.15
8/30/1995,6.1
8/31/1995,6.07
9/1/1995,6
9/4/1995,#N/A
9/5/1995,5.96
9/6/1995,5.95
9/7/1995,6
9/8/1995,6.04
9/11/1995,6.05
9/12/1995,5.96
9/13/1995,5.99
9/14/1995,5.87
9/15/1995,5.91
9/18/1995,5.97
9/19/1995,5.94
9/20/1995,5.92
9/21/1995,6.03
9/22/1995,6.06
9/25/1995,6.08
9/26/1995,6.11
9/27/1995,6.08
9/28/1995,6.1
9/29/1995,6.01
10/2/1995,5.98
10/3/1995,5.96
10/4/1995,5.91
10/5/1995,5.88
10/6/1995,5.89
10/9/1995,#N/A
10/10/1995,5.91
10/11/1995,5.91
10/12/1995,5.88
10/13/1995,5.8
10/16/1995,5.8
10/17/1995,5.8
10/18/1995,5.83
10/19/1995,5.83
10/20/1995,5.9
10/23/1995,5.92
10/24/1995,5.85
10/25/1995,5.8
10/26/1995,5.81
10/27/1995,5.83
10/30/1995,5.82
10/31/1995,5.81
11/1/1995,5.74
11/2/1995,5.68
11/3/1995,5.7
11/6/1995,5.73
11/7/1995,5.77
11/8/1995,5.69
11/9/1995,5.72
11/10/1995,5.76
11/13/1995,5.72
11/14/1995,5.71
11/15/1995,5.77
11/16/1995,5.68
11/17/1995,5.66
11/20/1995,5.66
11/21/1995,5.7
11/22/1995,5.72
11/23/1995,#N/A
11/24/1995,5.7
11/27/1995,5.67
11/28/1995,5.67
11/29/1995,5.6
11/30/1995,5.53
12/1/1995,5.49
12/4/1995,5.43
12/5/1995,5.45
12/6/1995,5.49
12/7/1995,5.54
12/8/1995,5.56
12/11/1995,5.53
12/12/1995,5.55
12/13/1995,5.56
12/14/1995,5.55
12/15/1995,5.55
12/18/1995,5.66
12/19/1995,5.58
12/20/1995,5.55
12/21/1995,5.53
12/22/1995,5.5
12/25/1995,#N/A
12/26/1995,5.48
12/27/1995,5.46
12/28/1995,5.43
12/29/1995,5.38
1/1/1996,#N/A
1/2/1996,5.39
1/3/1996,5.36
1/4/1996,5.39
1/5/1996,5.42
1/8/1996,5.41
1/9/1996,5.41
1/10/1996,5.5
1/11/1996,5.47
1/12/1996,5.4
1/15/1996,#N/A
1/16/1996,5.37
1/17/1996,5.29
1/18/1996,5.25
1/19/1996,5.27
1/22/1996,5.34
1/23/1996,5.37
1/24/1996,5.3
1/25/1996,5.41
1/26/1996,5.34
1/29/1996,5.37
1/30/1996,5.3
1/31/1996,5.25
2/1/1996,5.24
2/2/1996,5.24
2/5/1996,5.3
2/6/1996,5.28
2/7/1996,5.27
2/8/1996,5.27
2/9/1996,5.25
2/12/1996,5.17
2/13/1996,5.14
2/14/1996,5.17
2/15/1996,5.23
2/16/1996,5.29
2/19/1996,#N/A
2/20/1996,5.53
2/21/1996,5.56
2/22/1996,5.47
2/23/1996,5.53
2/26/1996,5.56
2/27/1996,5.63
2/28/1996,5.73
2/29/1996,5.73
3/1/1996,5.6
3/4/1996,5.52
3/5/1996,5.6
3/6/1996,5.68
3/7/1996,5.71
3/8/1996,6.05
3/11/1996,6
3/12/1996,6.04
3/13/1996,6.03
3/14/1996,6.03
3/15/1996,6.19
3/18/1996,6.16
3/19/1996,6.15
3/20/1996,6.05
3/21/1996,6.01
3/22/1996,6.05
3/25/1996,6
3/26/1996,6
3/27/1996,6.12
3/28/1996,6.2
3/29/1996,6.1
4/1/1996,6.09
4/2/1996,6.02
4/3/1996,6.06
4/4/1996,6.12
4/5/1996,6.4
4/8/1996,6.46
4/9/1996,6.37
4/10/1996,6.44
4/11/1996,6.5
4/12/1996,6.31
4/15/1996,6.27
4/16/1996,6.28
4/17/1996,6.33
4/18/1996,6.39
4/19/1996,6.32
4/22/1996,6.28
4/23/1996,6.31
4/24/1996,6.34
4/25/1996,6.31
4/26/1996,6.29
4/29/1996,6.33
4/30/1996,6.4
5/1/1996,6.39
5/2/1996,6.56
5/3/1996,6.61
5/6/1996,6.57
5/7/1996,6.6
5/8/1996,6.56
5/9/1996,6.57
5/10/1996,6.45
5/13/1996,6.45
5/14/1996,6.4
5/15/1996,6.39
5/16/1996,6.45
5/17/1996,6.41
5/20/1996,6.38
5/21/1996,6.41
5/22/1996,6.38
5/23/1996,6.44
5/24/1996,6.42
5/27/1996,#N/A
5/28/1996,6.44
5/29/1996,6.56
5/30/1996,6.55
5/31/1996,6.64
6/3/1996,6.64
6/4/1996,6.62
6/5/1996,6.6
6/6/1996,6.52
6/7/1996,6.75
6/10/1996,6.77
6/11/1996,6.77
6/12/1996,6.81
6/13/1996,6.8
6/14/1996,6.72
6/17/1996,6.68
6/18/1996,6.71
6/19/1996,6.74
6/20/1996,6.77
6/21/1996,6.74
6/24/1996,6.72
6/25/1996,6.7
6/26/1996,6.67
6/27/1996,6.59
6/28/1996,6.47
7/1/1996,6.49
7/2/1996,6.56
7/3/1996,6.53
7/4/1996,#N/A
7/5/1996,6.82
7/8/1996,6.81
7/9/1996,6.78
7/10/1996,6.71
7/11/1996,6.67
7/12/1996,6.65
7/15/1996,6.67
7/16/1996,6.61
7/17/1996,6.61
7/18/1996,6.5
7/19/1996,6.55
7/22/1996,6.62
7/23/1996,6.6
7/24/1996,6.63
7/25/1996,6.65
7/26/1996,6.62
7/29/1996,6.69
7/30/1996,6.65
7/31/1996,6.57
8/1/1996,6.41
8/2/1996,6.26
8/5/1996,6.28
